[header]
width=33
height=44
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/terrain.png
tileset=tileset/collision.png
tileset=tileset/outside.png
tileset=tileset/dungeon.png

[layer]
type=sol1
data=
1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,1483,49,49,50,49,
1483,52,52,52,48,52,52,48,47,47,47,48,48,47,47,52,47,52,47,48,52,48,48,52,47,52,52,47,49,50,47,50,48,
1483,52,47,47,52,52,47,47,48,52,52,52,48,52,47,48,48,48,52,47,48,52,52,48,52,52,48,52,50,50,47,49,47,
1483,52,47,47,52,48,52,47,47,47,47,47,52,48,48,52,48,52,48,47,47,48,52,48,47,52,52,52,48,47,50,48,48,
1483,52,52,52,48,48,48,47,48,52,48,48,47,48,52,48,52,48,48,47,52,47,47,47,52,47,48,47,50,50,48,47,48,
1483,47,47,52,48,52,47,52,48,52,52,47,52,47,47,47,48,52,47,52,52,48,47,52,48,47,52,48,49,50,48,48,47,
1483,52,48,48,48,48,48,48,48,52,52,52,47,52,52,52,52,48,47,47,47,48,48,48,47,52,52,47,50,50,48,47,50,
1483,48,47,48,48,48,48,48,48,47,47,52,47,52,52,52,47,48,47,52,48,48,52,52,48,47,47,52,49,48,47,50,49,
1483,48,47,48,48,47,48,48,52,48,47,48,52,48,48,52,47,48,47,47,47,48,52,47,47,47,47,47,47,50,47,49,49,
1483,52,47,48,47,47,52,47,48,48,47,48,48,48,48,47,52,47,47,47,48,52,52,47,48,48,52,48,49,48,50,49,48,
1483,52,52,52,47,48,47,48,52,47,52,48,48,48,47,47,52,47,47,52,48,48,48,52,52,47,48,48,48,50,49,50,47,
1483,48,47,48,52,48,52,52,47,47,52,52,48,48,47,52,52,48,52,48,52,47,52,52,48,48,52,47,49,50,48,48,47,
1483,47,48,48,47,47,52,47,48,47,48,52,48,52,48,48,48,52,52,52,52,52,48,48,47,47,52,47,50,47,50,50,50,
1483,50,50,45,637,638,48,47,48,47,52,48,48,48,48,52,47,48,48,48,47,48,52,48,48,48,52,48,49,48,47,50,47,
1483,50,50,50,45,638,48,47,52,48,48,47,48,48,47,47,48,48,47,47,48,48,52,52,52,48,52,48,47,50,50,48,49,
1483,46,46,45,46,638,48,47,52,47,47,52,48,48,52,52,48,47,48,52,48,52,47,52,48,48,47,48,47,47,48,47,48,
1483,676,676,676,676,677,52,47,47,47,48,48,47,52,52,52,48,48,52,47,48,47,47,52,48,48,48,47,47,47,49,50,50,
1483,715,715,715,715,716,47,48,48,48,52,48,47,48,52,48,52,48,52,47,52,48,52,52,52,52,48,52,50,48,49,48,48,
1483,754,754,754,754,755,48,47,48,52,47,52,47,52,48,48,52,48,52,52,48,52,52,52,47,48,52,48,48,50,49,47,50,
1483,2348,2348,2348,2348,2348,2348,2348,48,48,48,47,48,47,48,48,48,52,47,48,47,52,48,48,52,48,48,47,47,50,48,49,50,
1483,2348,2348,2348,2348,2348,2348,2348,48,48,48,47,48,48,47,52,52,52,52,48,47,48,52,48,52,52,47,48,48,49,48,48,48,
1483,2348,2348,2348,2348,2348,2348,2348,52,52,52,47,48,48,47,48,52,47,52,47,52,48,47,47,52,48,48,48,49,48,50,48,48,
1483,2348,2348,2348,2348,2348,2348,2348,52,48,47,48,52,52,47,48,47,52,48,48,48,52,48,48,48,48,47,48,47,48,50,48,49,
1483,2348,2348,2348,2348,2348,2348,2348,52,47,48,47,48,47,48,48,52,52,52,47,47,48,47,48,48,47,52,47,50,47,48,48,47,
1483,2348,2348,2348,2348,2348,2348,2348,47,52,47,52,47,47,52,48,48,48,52,48,47,47,48,52,48,47,47,47,48,49,47,47,50,
1483,2348,2348,2348,2348,2348,2348,2348,47,52,47,47,47,47,47,52,52,47,48,52,48,52,47,47,52,52,47,47,50,49,50,48,49,
1483,2348,2348,2348,2348,2348,2348,2457,52,48,47,52,52,47,48,47,48,48,52,52,52,52,47,47,48,47,47,48,47,48,47,49,50,
1483,2348,2348,2348,2348,2348,2348,52,52,48,52,52,48,47,47,47,52,47,52,47,48,48,48,47,52,51,52,52,49,49,50,50,47,
1483,2348,2348,2348,2348,2348,2348,48,47,47,47,52,47,48,48,47,47,52,47,47,52,47,47,47,48,48,47,48,49,50,47,49,47,
