[header]
width=32
height=32
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/collision.png
tileset=tileset/ff_master_tile_sheet.png
tileset=tileset/dungeon.png
tileset=tileset/terrain.png
tileset=tileset/outside.png

[layer]
type=sol1
data=
6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6067,6067,6067,6119,3660,3660,5963,3659,3660,3660,3660,3664,3660,3660,3664,3659,3660,3660,3660,3664,3664,3659,6067,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6067,6067,3664,6171,3664,3659,3660,3660,3664,3664,3664,3660,3659,3659,3664,3660,3660,3659,3664,3659,3659,3664,3659,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6067,3660,6171,6223,3659,3664,3659,3660,3660,3659,3664,3660,3659,3660,3660,3660,3660,3664,3664,3660,3664,3664,3660,6067,6067,6067,6067,6067,6067,
6067,6067,6067,3664,6171,6223,3660,3664,3664,3659,3664,3660,3664,3660,3660,3660,3664,3659,3660,3664,3659,3659,3660,3659,3664,3659,6067,6067,6067,6067,6067,6067,
6067,6067,6067,6171,6223,3664,3659,3659,3659,3660,3664,3660,3659,3664,3664,3659,3660,3659,3659,3660,3660,3660,3660,3660,3664,3664,6119,6067,6067,6067,6067,6067,
6067,6067,6067,6223,3659,3664,3660,3664,3664,3659,3664,3659,3664,3660,3664,3659,3660,3660,3659,3659,3660,3659,3660,3664,3664,3659,6171,6119,6067,6067,6067,6067,
6067,6067,6067,3660,3659,3659,3660,3659,3659,3659,3664,3660,3664,3660,3659,3664,3659,3660,3660,3664,3660,3664,3659,3664,3664,3660,6223,6171,6119,6067,6067,6067,
6067,6067,6067,3664,3659,3664,3660,3660,3664,3664,3659,3664,3664,3660,3660,3660,3659,3659,3659,3660,3664,3664,3664,3659,3659,3664,3664,6223,6171,6067,6067,6067,
6067,6067,6067,3664,3659,3659,3659,3664,3659,3660,3660,3664,3664,3660,3660,3664,3659,3664,3659,3659,3659,3659,3660,3659,3664,3659,3664,3659,6223,6067,6067,6067,
6067,6067,6067,3664,3660,3660,3664,3659,3659,3664,3660,3664,3659,3660,3660,3664,3659,3659,3659,3660,3659,3659,3659,3664,3659,3664,3659,3664,3664,6067,6067,6067,
6067,6067,6067,3660,3660,3659,3659,3659,3664,3664,3659,3659,3659,3660,3664,3664,3664,3660,3664,3664,3659,3659,3659,3660,3660,3659,3660,3664,3660,6067,6067,6067,
6067,6067,6067,3659,3659,3660,3660,3664,3659,3659,3659,3659,3659,3660,3659,3660,3659,3664,3659,3660,3659,3659,3660,3659,3659,3664,3659,3660,3660,6067,6067,6067,
6067,6067,6067,6067,3660,3660,3659,3664,3660,3664,3660,3659,3664,3664,3660,3659,3659,3659,3659,3659,3664,3664,3659,3660,3660,3659,3660,3659,3659,6067,6067,6067,
6067,6067,6067,6067,6067,3659,3660,3660,3664,3664,3660,3664,3660,3664,3659,3664,3659,3659,3660,3664,3664,3664,3660,3660,3660,3660,3659,3660,3664,6067,6067,6067,
6067,6067,6067,6067,6067,3660,3659,3659,3664,3659,3660,3659,3660,3660,3659,3660,3664,3664,3659,3660,3664,3660,3664,3659,3660,3660,3664,3660,3659,6067,6067,6067,
6067,6067,6067,6067,6067,3664,3659,3664,3664,3660,3664,3660,3659,3664,3659,3660,3659,3664,3659,3660,3659,3660,3664,3659,3664,3660,3664,3660,3660,6067,6067,6067,
6067,6067,6067,6067,6067,3659,3659,3660,3660,3660,3659,3659,3664,3660,3660,3659,3660,3659,3660,3659,3660,3664,3664,3660,3659,3659,3660,3660,3664,6067,6067,6067,
6067,6067,6067,6067,6067,3660,3659,3664,3664,3664,3660,3660,3664,3659,3659,3659,3659,3664,3660,3664,3659,3659,3664,3660,3664,3659,3664,3659,3659,6067,6067,6067,
