[header]
width=42
height=62
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/ff_master_tile_sheet.png
tileset=tileset/outside.png
tileset=tileset/terrain.png
tileset=tileset/tf_winter_water.png
tileset=tileset/collision.png

[layer]
type=sol1
data=
45,45,45,45,45,44,46,47,47,46,45,44,44,46,45,46,47,47,44,46,44,44,46,44,45,46,46,47,45,46,45,45,46,47,44,45,44,46,45,45,46,46,
46,44,46,47,46,48,47,47,45,45,47,47,44,44,47,3967,48,54,52,52,53,52,48,48,54,54,45,46,47,46,45,46,46,46,44,47,47,45,44,47,44,44,
51,44,44,46,48,51,44,47,48,48,51,46,44,46,47,3967,52,48,52,53,53,54,53,48,54,48,52,53,44,45,44,45,45,47,47,44,44,45,46,44,47,44,
47,51,46,47,47,45,45,44,44,44,48,47,47,47,47,3967,53,53,53,54,52,53,54,54,52,52,54,51,44,46,47,44,44,44,44,45,44,46,47,47,46,44,
44,45,45,48,47,48,48,51,48,45,51,47,47,45,46,3967,52,52,48,53,47,54,52,53,53,52,47,51,47,44,44,44,46,46,47,46,46,44,47,44,45,47,
46,47,48,47,48,45,45,44,48,47,48,48,47,47,47,3967,52,47,47,47,53,48,48,51,52,52,48,47,47,46,44,44,46,44,45,44,47,46,47,46,46,46,
44,47,51,45,46,48,47,48,47,45,44,47,51,44,47,3967,47,47,47,48,46,51,47,47,51,52,48,46,46,44,46,44,44,44,44,45,45,47,45,46,47,46,
45,44,44,47,45,47,47,44,47,46,51,51,48,45,46,3967,47,48,51,48,47,47,47,51,48,46,46,47,47,46,45,44,47,45,47,44,46,46,44,46,44,44,
46,46,45,47,47,47,51,45,46,47,47,47,51,44,4046,4047,47,47,48,47,48,51,44,47,51,45,45,44,47,46,44,44,44,46,45,46,44,47,47,44,46,46,
47,47,48,48,51,47,48,47,46,44,4046,4046,4046,4047,4124,3929,49,48,48,47,47,48,47,47,46,44,45,47,47,46,47,45,45,46,47,44,47,44,47,44,45,45,
45,4046,4046,4046,4046,4046,4046,4046,4046,4047,4124,4124,4124,4125,45,45,44,3967,48,48,47,48,51,48,45,44,45,45,44,44,46,47,44,46,46,45,47,46,47,47,47,44,
47,4124,4124,4124,4124,4124,4124,4124,4124,4125,46,46,47,44,46,44,4046,4047,48,48,47,48,48,47,46,46,44,45,45,44,44,44,46,45,47,47,45,44,44,47,45,44,
44,45,46,44,44,46,45,47,44,44,45,45,45,46,4046,4047,4085,4086,47,46,46,44,47,46,47,45,45,45,46,46,47,45,47,44,46,44,45,46,44,46,45,46,
45,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4046,4047,4085,4086,4124,4125,44,45,47,45,46,47,47,46,46,46,44,47,47,46,44,47,47,45,45,44,47,44,47,44,
47,4085,4085,4085,4085,4085,4085,4085,4085,4085,4085,4085,4085,4086,4124,4125,46,47,47,44,46,44,45,46,47,47,45,44,47,45,45,45,45,47,45,46,44,46,44,46,47,46,
45,4124,4124,4124,4124,4124,4124,4124,4124,4124,4124,4124,4124,4125,47,44,46,45,46,45,44,46,46,45,44,47,44,45,46,45,44,47,45,47,44,46,46,47,44,45,47,47,
47,47,46,44,44,46,44,46,46,45,44,46,47,46,46,47,44,44,46,47,47,46,44,47,47,46,45,45,45,44,45,46,47,44,45,47,44,47,47,45,47,47,
44,47,45,46,45,45,47,47,45,45,45,45,47,45,46,47,44,46,45,46,45,44,47,46,46,46,45,45,47,45,47,46,47,44,47,45,44,45,45,44,46,47,
44,46,44,45,45,45,47,44,46,46,45,47,46,44,45,47,47,44,45,45,44,47,44,44,47,44,44,44,46,46,44,44,44,47,46,46,45,45,45,45,47,44,
47,47,44,45,45,47,45,44,44,46,45,45,47,44,46,46,44,45,45,47,47,46,44,44,44,44,46,46,44,45,44,46,45,46,46,44,47,45,45,47,47,45,
45,44,44,47,46,46,44,47,47,46,44,46,46,46,45,45,47,46,44,45,46,46,44,47,45,47,45,47,45,46,44,46,47,45,47,46,47,46,45,47,44,47,
46,46,47,47,44,47,46,45,45,46,45,44,45,44,47,46,47,46,46,47,46,47,46,46,45,47,46,46,45,44,44,46,44,47,47,46,47,47,46,45,44,45,
44,47,45,44,47,44,46,44,47,47,44,45,44,47,46,47,47,47,47,46,44,46,47,47,45,47,46,45,45,45,44,47,46,47,46,46,45,44,47,45,47,47,
44,45,44,44,45,45,47,47,44,44,44,44,45,44,45,44,44,45,46,46,45,46,44,44,44,45,46,47,47,44,45,45,45,47,46,47,46,45,46,44,46,46,
46,44,46,47,46,44,46,45,45,47,45,46,47,44,46,47,46,47,46,47,45,45,46,47,46,44,45,46,46,46,46,46,44,44,46,44,45,46,45,45,47,45,
44,45,44,44,46,47,47,44,47,47,44,45,46,44,46,47,46,46,44,45,47,47,45,44,46,44,46,47,45,45,46,45,45,46,45,46,45,45,44,47,47,44,
47,46,47,46,45,44,45,44,45,47,44,47,44,47,45,44,45,46,46,45,47,46,46,44,44,47,47,47,45,46,45,44,47,45,47,44,45,46,46,44,45,47,
