[header]
width=42
height=32
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/ff_master_tile_sheet.png
tileset=tileset/outside.png
tileset=tileset/terrain.png
tileset=tileset/tf_winter_water.png
tileset=tileset/collision.png

[layer]
type=sol1
data=
5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,
5545,427,427,427,84,44,44,46,427,427,46,84,84,46,427,84,44,425,416,166,166,412,422,427,46,427,46,84,44,84,84,84,5090,5085,5091,5091,5085,5091,5085,5085,5088,5545,
5545,84,45,84,45,44,45,46,427,44,44,46,45,84,46,45,46,84,425,416,168,223,422,427,427,45,427,46,45,427,46,46,5090,5085,5088,5088,5085,5085,5088,5091,5088,5545,
5545,84,44,46,427,46,84,427,46,46,427,427,45,84,427,84,46,46,45,417,412,167,422,46,427,84,45,427,427,84,44,46,5090,5085,5088,5085,5088,5088,5088,5088,5088,5545,
5545,84,427,45,84,45,84,44,44,45,46,45,45,46,45,44,427,44,84,417,412,168,422,45,84,427,84,44,44,44,46,46,5090,5091,5091,5088,5091,5085,5088,5085,5091,5545,
5545,427,45,44,427,427,45,45,84,46,84,427,44,427,84,46,427,427,44,417,208,168,422,44,46,45,46,44,427,45,45,46,5090,5085,5091,5088,5088,5091,5091,5085,5088,5545,
5545,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,427,45,46,427,84,44,45,417,168,167,426,45,44,427,44,44,44,44,44,84,5090,5091,5085,5085,5085,5088,5091,5091,5088,5545,
5545,4134,4134,4134,4134,4134,4134,4134,4134,4134,4134,4134,427,44,427,427,427,427,427,417,167,412,423,45,46,84,45,427,45,84,44,427,5112,5091,5091,5091,5088,5085,5088,5085,5085,5545,
5545,44,84,84,45,84,84,45,44,45,44,427,46,84,44,84,427,46,46,417,168,412,422,84,427,44,427,46,45,427,44,44,427,5112,5091,5088,5085,5088,5091,5088,5088,5545,
5545,427,84,44,46,46,46,84,427,46,46,45,45,946,947,948,46,427,44,417,166,167,422,45,45,46,45,46,45,427,84,44,44,84,5112,5107,5107,5107,5085,5085,5085,5545,
