[header]
width=42
height=82
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/house.png
tileset=tileset/ff_master_tile_sheet.png
tileset=tileset/outside.png
tileset=tileset/castle.png
tileset=tileset/tf_winter_water.png
tileset=tileset/collision.png

[layer]
type=sol1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6081,6363,6364,6364,6364,6365,6082,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,0,
0,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6082,6363,6364,6364,6364,6365,6082,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,0,
0,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6218,6088,6088,6431,6432,6432,6432,6433,6080,6218,6218,6218,6218,6218,6218,6218,6218,6175,6175,6175,6175,6175,6218,6218,6218,6218,0,
0,6218,6218,6218,6218,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6080,6082,6080,6082,6081,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,0,
0,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6082,6082,6082,6080,6080,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,0,
0,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6081,6081,6082,6082,6081,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,0,
0,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6082,6082,6080,6081,6080,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,0,
0,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6088,6081,6082,6082,6080,6082,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,6175,0,
0,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6082,6082,6081,6080,6081,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6088,6175,0,
