[header]
width=40
height=33
tilewidth=16
tileheight=16
orientation=orthogonal

[tilesets]
tileset=tileset/dungeon.png
tileset=tileset/castle.png
tileset=tileset/inside.png
tileset=tileset/collision.png
tileset=tileset/ff_master_tile_sheet.png

[layer]
type=sol1
data=
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1338,1340,1340,1340,1342,2211,2211,1341,1340,1340,1340,1333,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,
1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1338,2516,2517,2517,2518,2211,2211,2516,2517,2517,2518,1333,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,1328,
1328,1336,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1332,1338,2564,2565,2565,2566,2211,2211,2564,2565,2565,2566,1333,1336,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1332,1328,
1328,1338,2817,2818,2818,2819,2818,2818,2818,2819,2818,2818,2820,1333,1338,2612,2613,2613,2614,2211,2211,2612,2613,2613,2614,1333,1338,2817,2818,2818,2819,2818,2818,2818,2819,2818,2818,2820,1333,1328,
1328,1338,2865,2866,2866,2867,2866,2866,2866,2867,2866,2866,2868,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2865,2866,2866,2867,2866,2866,2866,2867,2866,2866,2868,1333,1328,
1328,1338,2913,2914,2914,2915,2914,2914,2914,2915,2914,2914,2916,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2913,2914,2914,2915,2914,2914,2914,2915,2914,2914,2916,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1341,1342,2211,2211,2211,2211,2211,2211,2211,767,767,767,1341,1342,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,767,767,767,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1338,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,2211,1333,1328,
1328,1330,2211,2211,2211,2211,410,410,2211,2211,2211,2211,2211,1329,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1330,2211,2211,2211,2211,410,410,2211,2211,2211,2211,2211,1329,1328,
1328,1336,1340,1340,1340,1342,410,410,1341,1340,1340,1340,1332,1328,1338,2211,2211,2211,2211,2211,2211,2211,767,767,767,1333,1336,1340,1340,1340,1342,410,410,1341,1340,1340,1340,1332,1328,1328,
